Article_Number,Second_Filter_Flag,Article_Title,Authors,Abstract,Email_Addresses,Publication_Year,DOI,Source_Title,Keyword_Search,Reviewer,Recorder,Decision,Removal_Criteria,study_type,subject_1,subject_2,subject_3,subject_4,hybridization,system,tax_group,country_samp,loc_samp,year_samp,num_samp,gen_time,study_design,type_change,driver_process1,driver_process2,driver_process3,length_process,data_type,tissue_type,preserv_method,extract_method,seq_platform,lib_prep_method,notes,,,,,,,,,
6419,,Temporally stable genetic variability and dynamic kinship structure in a fluctuating population of the root vole Microtus oeconomus,"Pilot, M; Dabrowski, MJ; Jancewicz, E; Schtickzelle, N; Gliwicz, J","Genetic variability, kin structure and demography of a population are mutually dependent. Population genetic theory predicts that under demographically stable conditions, neutral genetic variability reaches equilibrium between gene flow and drift. However, density fluctuations and non-random mating, resulting e.g. from kin clustering, may lead to changes in genetic composition over time. Theoretical models also predict that changes in kin structure may affect aggression level and recruitment, leading to density fluctuations. These predictions have been rarely tested in natural populations. The aim of this study was to analyse changes in genetic variability and kin structure in a local population of the root vole (Microtus oeconomus) that underwent a fourfold change in mean density over a 6-year period. Intensive live-trapping resulted in sampling 88% of individuals present in the study area, as estimated from mark-recapture data. Based on 642 individual genotypes at 20 microsatellite loci, we compared genetic variability and kin structure of this population between consecutive years. We found that immigration was negatively correlated with density, while the number of kin groups was positively correlated with density. This is consistent with theoretical predictions that changes in kin structure play an important role in population fluctuations. Despite the changes in density and kin structure, there was no genetic differentiation between years. Population-level genetic diversity measures did not significantly vary in time and remained relatively high (H-E range: 0.72-0.78). These results show that a population that undergoes significant demographic and social changes may maintain high genetic variability and stable genetic composition.",mpilot@miiz.waw.pl,2010,10.1111/j.1365-294X.2010.04692.x,MOLECULAR ECOLOGY,museum-dna,RC,RC,accept,accept,empirical,connectivity,diversity,popsize,,no,terrestrial,Mammalia,Poland,Narewka River Valley,"07.01.2005,07.01,2004,07.01.2003,07.01.2002,07.01.2001,07.01.2000","147,70,39,130,116,150",365,pre-designed,anthropogenic,climate_change,,,chronic,microsat,Toe pad,ethanol,Genomic Mini Kit,Sanger,PCR,,,,,,,,,,
2929,,Genetic and phenotypic characterization of a hybrid zone between polyandrous Northern and Wattled Jacanas in Western Panama,"Miller, MJ; Lipshutz, SE; Smith, NG; Bermingham, E","Background: Hybridization provides a unique perspective into the ecological, genetic and behavioral context of speciation. Hybridization is common in birds, but has not yet been reported among bird species with a simultaneously polyandrous mating system; a mating system where a single female defends a harem of males who provide nearly all parental care. Unlike simple polyandry, polyandrous mating is extremely rare in birds, with only 1% of bird species employing this mating system. Although it is classically held that females are """"choosy"""" in avian hybrid systems, nearly-exclusive male parental care raises the possibility that female selection against heterospecific matings might be reduced compared to birds with other mating systems. Results: We describe a narrow hybrid zone in southwestern Panama between two polyandrous freshwater waders: Northern Jacana, Jacana spinosa and Wattled Jacana, J. jacana. We document coincident cline centers for three phenotypic traits, mtDNA, and one of two autosomal introns. Cline widths for these six markers varied from seven to 142 km, with mtDNA being the narrowest, and five of the six markers having widths less than 100 km. Cline tails were asymmetrical, with greater introgression of J. jacana traits extending westward into the range of J. spinosa. Likewise, within the hybrid zone, the average hybrid index of phenotypic hybrids was significantly biased towards J. spinosa. Species distribution models indicate that the hybrid zone is located at the edge of a roughly 100 km wide overlap where habitat is predicted to be suitable for both species, with more westerly areas suitable only for spinosa and eastward habitats suitable only for J. jacana. Conclusion: The two species of New World jacanas maintain a narrow, and persistent hybrid zone in western Panama. The hybrid zone may be maintained by the behavioral dominance of J. spinosa counterbalanced by unsuitable habitat for J. spinosa east of the contact zone. Although the two parental species are relatively young, mitochondrial cline width was extremely narrow. This result suggests strong selection against maternally-inherited markers, which may indicate either mitonuclear incompatibilities and/or female choice against heterospecific matings typical of avian hybrid systems, despite jacana sex role reversal.",millerma@si.edu,2014,10.1186/s12862-014-0227-7,BMC EVOLUTIONARY BIOLOGY,museum-dna,BR,RC,reject,non-temporal,,,,,,,,,,,,,,,,,,,,,,,,,,RC: uses museum samples but no temporal replicates,,,,,,,,,
556,,Spatial genetic structure of the mountain pine beetle (Dendroctonus ponderosae) outbreak in western Canada: historical patterns and contemporary dispersal,"Samarasekera, GDNG; Bartell, NV; Lindgren, BS; Cooke, JEK; Davis, CS; James, PMA; Coltman, DW; Mock, KE; Murray, BW","Environmental change has a wide range of ecological consequences, including species extinction and range expansion. Many studies have shown that insect species respond rapidly to climatic change. A mountain pine beetle epidemic of record size in North America has led to unprecedented mortality of lodgepole pine, and a significant range expansion to the northeast of its historic range. Our goal was to determine the spatial genetic variation found among outbreak population from which genetic structure, and dispersal patterns may be inferred. Beetles from 49 sampling locations throughout the outbreak area in western Canada were analysed at 13 microsatellite loci. We found significant north-south population structure as evidenced by: (i) Bayesian-based analyses, (ii) north-south genetic relationships and diversity gradients; and (iii) a lack of isolation-by-distance in the northernmost cluster. The north-south structure is proposed to have arisen from the processes of postglacial colonization as well as recent climate-driven changes in population dynamics. Our data support the hypothesis of multiple sources of origin for the outbreak and point to the need for population specific information to improve our understanding and management of outbreaks. The recent range expansion across the Rocky Mountains into the jack/lodgepole hybrid and pure jack pine zones of northern Alberta is consistent with a northern British Columbia origin. We detected no loss of genetic variability in these populations, indicating that the evolutionary potential of mountain pine beetle to adapt has not been reduced by founder events. This study illustrates a rapid range-wide response to the removal of climatic constraints, and the potential for range expansion of a regional population.",murrayb@unbc.ca,2012,10.1111/j.1365-294X.2012.05587.x,MOLECULAR ECOLOGY,historical-dna,AAS,RC,reject,non-temporal,,,,,,,,,,,,,,,,,,,,,,,,,,RC: no temporal replicates,,,,,,,,,
1324,,Genetic structure of pike (Esox lucius) reveals a complex and previously unrecognized colonization history of Ireland,"Pedreschi, D; Kelly-Quinn, M; Caffrey, J; O'Grady, M; Mariani, S","AimWe investigated genetic variation of Irish pike populations and their relationship with European outgroups, in order to elucidate the origin of this species to the island, which is largely assumed to have occurred as a human-mediated introduction over the past few hundred years. We aimed thereby to provide new insights into population structure to improve fisheries and biodiversity management in Irish freshwaters. LocationIreland, Britain and continental Europe. MethodsA total of 752 pike (Esox lucius) were sampled from 15 locations around Ireland, and 9 continental European sites, and genotyped at six polymorphic microsatellite loci. Patterns and mechanisms of population genetic structure were assessed through a diverse array of methods, including Bayesian clustering, hierarchical analysis of molecular variance, and approximate Bayesian computation. ResultsVarying levels of genetic diversity and a high degree of population genetic differentiation were detected. Clear substructure within Ireland was identified, with two main groups being evident. One of the Irish populations showed high similarity with British populations. The other, more widespread, Irish strain did not group with any European population examined. Approximate Bayesian computation suggested that this widespread Irish strain is older, and may have colonized Ireland independently of humans. Main conclusionsPopulation genetic substructure in Irish pike is high and comparable to the levels observed elsewhere in Europe. A comparison of evolutionary scenarios upholds the possibility that pike may have colonized Ireland in two waves', the first of which, being independent of human colonization, would represent the first evidence for natural colonization of a non-anadromous freshwater fish to the island of Ireland. Although further investigations using comprehensive genomic techniques will be necessary to confirm this, the present results warrant a reappraisal of current management strategies for this species.",s.mariani@salford.ac.uk,2014,10.1111/jbi.12220,JOURNAL OF BIOGEOGRAPHY,historical-dna,KC,RC,reject,non-temporal,,,,,,,,,,,,,,,,,,,,,,,,,,RC: no temporal replicates,,,,,,,,,
1764,,"Range-wide fragmentation in a threatened fish associated with post-European settlement modification in the Murray-Darling Basin, Australia","Cole, TL; Hammer, MP; Unmack, PJ; Teske, PR; Brauer, CJ; Adams, M; Beheregaray, LB","Distinguishing the relative influence of historic (i.e. natural) versus anthropogenic factors in metapopulation structure is an important but often overlooked step in management programs of threatened species. Biotas in freshwater wetlands and floodplains, such as those in the Murray-Darling Basin (MDB)-one of Australia's most impacted ecosystems, are particularly susceptible to anthropogenic fragmentation. Here we present a comprehensive multilocus assessment of genetic variation in the threatened southern pygmy perch Nannoperca australis (578 individuals; 45 localities; microsatellite, allozyme and mitochondrial DNA datasets), an ecological specialist with low dispersal potential. We assess patterns of spatial structure and genetic diversity in populations spanning the highly fragmented MDB and test whether recent anthropogenic modification has disrupted range-wide connectivity. We detected strong and hierarchical population structure, very low genetic diversity and lack of contemporary gene flow across the MDB. In contrast, the apparent absence of pronounced or long-term phylogeographic structure suggests that observed population divergences generally do not reflect deeply historic natural fragmentation. Coalescent-based analyses supported this inference, revealing that divergence times between populations from the upper and lower MDB fall into the period of European settlement. It appears that the observed contemporary isolation of populations is partly explained by the severe modification of the MDB post-dating the onset of European settlement. Our integrated approach substantially improves the interpretation of how fragmentation impacts present-day biodiversity. It also provides novel contributions for risk-assessing management actions in the context of captive breeding and translocations of small freshwater fishes, a group of increasing global conservation concern.",Luciano.Beheregaray@flinders.edu.au,2016,10.1007/s10592-016-0868-8,CONSERVATION GENETICS,museum-dna,ACS,RC,reject,non-temporal,,,,,,,,,,,,,,,,,,,,,,,,,,RC: uses museum samples but no temporal replicates,,,,,,,,,
287,,Conflicting estimates of connectivity among deep-sea coral populations,"Miller, K; Williams, A; Rowden, AA; Knowles, C; Dunshea, G","Genetic data were used as an indirect means of assessing connectivity among deep-sea coral populations on seamounts and slopes in the Australian and New Zealand region. We sequenced three DNA regions (16S, ITS and Control Region) in nine deep-sea coral species from sites spanning thousands of kilometers. Based on haplotype distributions and AMOVA, we found evidence of genetic subdivision across ocean expanses for three species: the scleractinian Desmophyllum dianthus, and the antipatharians Antipathes robillardi and Stichopathes variabilis. Levels of genetic variation were low for the remaining species, including the reef-forming Solenosmila variablis and Madrepora oculata, and more sensitive molecular markers may be needed to resolve their spatial structure properly. For two species (the scleractinian Stephanocyathus spiniger and the antipatharian Stichopathes filiformis), we found no evidence of genetic subdivision among sites within regions, suggesting sufficient gene flow occurs to maintain genetic homogeneity at scales of tens to hundreds of kilometers. Recognising that some seamount regions and coral populations are, or are not, effectively isolated will be a key component of successful management planning based on marine protected area networks - both within and beyond national jurisdictions.",Karen.Miller@utas.edu.au,2010,10.1111/j.1439-0485.2010.00380.x,MARINE ECOLOGY-AN EVOLUTIONARY PERSPECTIVE,museum-dna,KJ,RC,reject,non-temporal,,,,,,,,,,,,,,,,,,,,,,,,,,microsats; RC: uses museum samples but no temporal replicates,,,,,,,,,
1058,,From regionally predictable to locally complex population structure in a freshwater top predator: river systems are not always the unit of connectivity in Northern Pike Esox lucius,"Bekkevold, D; Jacobsen, L; Hemmer-Hansen, J; Berg, S; Skov, C","Contemporary genetic diversity is the product of both historical and contemporary forces, such as climatic and geological processes affecting range distribution and continuously moulded by evolutionary forces selection, gene flow and genetic drift. Predatory freshwater fishes, such as Northern Pike Esox lucius, commonly exhibit small population sizes, and several local populations are considered endangered. Pike inhabit diverse habitat types, including lakes, rivers and brackish marine waters, thus spanning from small isolated patches to large open marine systems. However, pike population structure from local to regional scales is relatively poorly described, in spite of its significance to developing conservation measures. We analysed microsatellite variation in a total of 1185 North European pike from 46 samples collected across both local and regional scales, as well as over time, to address two overarching questions: Is pike population structure associated with local and/or regional connectivity patterns, and which factors likely have the main influence on the contemporary distribution of genetic diversity? To answer this, we combined estimators of population diversity and structure to assess evidence of whether populations within (i) habitats, (ii) drainage systems and (iii) geographical regions are closer related than among these ranges, and whether patterns are temporally stable. Contrasting previous predictions that genetic drift obscures signals of postglacial colonisation history, we identified clear regional differences in population genetic signatures, suggesting a major effect of drainage divides on colonisation history and connectivity. However, several populations deviated from the general pattern, showing that local processes may be complex and need to be examined case-by-case.",db@aqua.dtu.dk,2015,10.1111/eff.12149,ECOLOGY OF FRESHWATER FISH,historical-dna,EG,RC,accept,accept,empirical,connectivity,diversity,,,no,freshwater,Actinopterygii,Denmark,"Stege Nor,Lake Tange,Uldum,Lake Hampen,Vardea,Kongea,Lake Hostrup","04.01.2007,11.01.2005,10.01.2005,06.01.2005,05.01.2005,04.01.1981,05.01.1973,11.01.1961,04.01.1957,05.01.1951,08.01.1950,05.01.1924","59,34,46.40,40,39,36,17,31,45,46,36,40",2482,opportunistic,natural,climate_change,,,chronic,microsat,fin,dried,Chelex,Sanger,PCR,"RC: gen time pulled from fishbase; Stege Nor sampled in 2007 & 1957, Lake Tange sampled in 2005 & 1924, Uldum sampled in 2005 & 1981, Lake Hampen sampled in 2005 & 1950, Vardea sampled in 2005 & 1961, Lake Hostrup sampled in 2005 & 1973",,,,,,,,,
3449,,Evolutionary mechanisms shaping the genetic population structure of marine fishes; lessons from the European flounder (Platichthys flesus L.),"Hemmer-Hansen, J; Nielsen, EE; Gronkjaer, P; Loeschcke, V","A number of evolutionary mechanisms have been suggested for generating low but significant genetic structuring among marine fish populations. We used nine microsatellite loci and recently developed methods in landscape genetics and coalescence-based estimation of historical gene flow and effective population sizes to assess temporal and spatial dynamics of the population structure in European flounder (Platichthys flesus L.). We collected 1062 flounders from 13 localities in the northeast Atlantic and Baltic Seas and found temporally stable and highly significant genetic differentiation among samples covering a large part of the species' range (global F-ST = 0.024, P < 0.0001). In addition to historical processes, a number of contemporary acting evolutionary mechanisms were associated with genetic structuring. Physical forces, such as oceanographic and bathymetric barriers, were most likely related with the extreme isolation of the island population at the Faroe Islands. A sharp genetic break was associated with a change in life history from pelagic to benthic spawners in the Baltic Sea. Partial Mantel tests showed that geographical distance per se was not related with genetic structuring among Atlantic and western Baltic Sea samples. Alternative factors, such as dispersal potential and/or environmental gradients, could be important for generating genetic divergence in this region. The results show that the magnitude and scale of structuring generated by a specific mechanism depend critically on its interplay with other evolutionary mechanisms, highlighting the importance of investigating species with wide geographical and ecological distributions to increase our understanding of evolution in the marine environment.",jhh@difres.dk,2007,10.1111/j.1365-294X.2007.03367.x,MOLECULAR ECOLOGY,temporal-genetics,RC,KC,accept,accept,empirical,connectivity,diversity,,,,marine,Actinopterygii,"Europe(multiple countries, names not given)","Turku,Turku,Gotland,Gotland,Bornholm,Bornholm,Ærø, Ærø ,Thyborøn,Thyborøn,Ringkøbing Fjord,Ringkøbing Fjord,The Limfjord,Irish Sea,Irish Sea,Westerschelde Estuary,Bay of Biscay,Bay of Biscay,Trondheim,Lake Pulmanki,Faeroe Islands,Faeroe Islands,Plaice","2003.01.01,2004.01.01,2003.01.01,2004.01.01,2003.01.01,2004.01.01,2003.01.01,2004.01.01,2003.01.01,2004.01.01,2003.01.01,2004.01.01,2003.01.01,2003.01.01,2004.01.01,2003.01.01,2003.01.01,2004.01.01,2004.01.01,2004.01.01,2003.01.01,2004.01.01,2003.01.01","54,50,46,48,55,53,52,52,55,59,39,50,55,49,49,47,49,39,49,34,44,34,18",1606,opportunistic,natural,NA,,,NA,microsat,NA,NA,"HotSHOT, Chelex, DNEasy",Pharmacia ALFexpress,PCR,gen time pulled from fishbase,,,,,,,,,
3452,,Genetic analysis reveals temporal population structure in Caribbean spiny lobster (Panulirus argus) within marine protected areas in Mexico,"Truelove, NK; Ley-Cooper, K; Segura-Garcia, I; Briones-Fourzan, P; Lozano-Alvarez, E; Phillips, BF; Box, SJ; Preziosi, RF","Management efforts for improving the sustainability of the Caribbean spiny lobster (Panulirus argus) fishery require knowledge of population connectivity. The aim of this study is to investigate population connectivity of P. argus at two levels: (1) spatially between two marine protected areas (MPAs) in the Caribbean coast of Mexico, and (2) temporally within MPAs; by genotyping discrete size classes lobsters using microsatellite markers. No evidence of population differentiation between lobster populations from Banco Chinchorro and Sian Ka'an MPAs was found (P= 0.139). In contrast significant levels of population differentiation among discrete size classes of lobsters was found (F-ST = 0.0054; P=0.0052). Temporal variation among the genotypes of new larval recruits may explain these results. Future research will be required to directly test the genotypes of new larval recruits in Banco Chinchorro and Sian Ka'an MPAs to confirm this hypothesis. (C) 2015 Elsevier B.V. All rights reserved.",trueloven@gmail.com,2015,10.1016/j.fishres.2015.05.029,FISHERIES RESEARCH,historical-dna,EG,KC,accept,accept,empirical,connectivity,diversity,,,,marine,Malacostraca,Mexico,"Sian Ka’an Biosphere Reserve,Banco Chinchorro Biosphere Reserve","2011.08.24,2011.08.24","62,78",912.5,pre-designed,natural,NA,,,NA,microsat,leg,ethanol,Wizard SV-96 Genomic DNA extraction kit,ABI 3730 DNA automated sequencer,PCR,Reveiw. Does not mention any marker but it might have sequence data. Maybe a good comparison for phenotypic change through time. KC- review as a future directions idea- they didn't sample at different periods of time but instead used body size as a proxy for age/time; generation time estimated from: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7750000/,,,,,,,,,
5882,,Admixture of two phylogeographic lineages of the Eurasian beaver in Poland,"Biedrzycka, A; Konior, M; Babik, W; Swislocka, M; Ratkiewicz, M","The Eurasian beaver (Castor fiber) represents an uncommon example of an endangered species in which the restoration programs proved a spectacular success and led to enormous spatial and demographic expansion. Documented reintroduction of beavers in Poland has been conducted using animals of the eastern European origin, most likely derived from the eastern mtDNA lineage. However demographic and spatial expansion of beavers from Germany, which represent the western lineage, may have led to admixture of these two genetically distinct entities in Poland. We detected significant genetic differentiation between the populations from W and NE Poland both in mitochondrial DNA control region and microsatellites, but also substantial admixture including apparent first-generation migrants between regions. Our results indicate that beavers from the western mtDNA lineage have contributed considerably to the Polish population, particularly in W Poland. As there have been no adequately documented translocations of beavers from the western European populations to Poland, the observed situation appears to result from natural migration or range expansion from the west. In contrast to previous findings we detected a substantial diversity in mtDNA control region, which indicates that either the variation in relict populations has been underestimated, or that additional relict beaver populations survived at the end of the 19th century in Poland and Germany as indicated by considerable similarity of ancient and extant mtDNA haplotypes. The implications of our findings for beaver conservation and management are discussed. (C) 2014 Deutsche Gesellschaft fur Saugetierkunde. Published by Elsevier GmbH. All rights reserved.",biedrzycka@iop.krakow.pl,2014,10.1016/j.mambio.2014.04.005,MAMMALIAN BIOLOGY,ancient-dna,EG,KC,reject,non-temporal,,,,,,,,,,,,,,,,,,,,,,,,,,total number of samples for each time point and location not given; RC: rejecting bc no actual temporal comparison,,,,,,,,,
6608,,Spatio-temporal Genetic Structure of a Tropical Bee Species Suggests High Dispersal Over a Fragmented Landscape,"Suni, SS; Bronstein, JL; Brosi, BJ","Habitat destruction threatens biodiversity by reducing the amount of available resources and connectivity among geographic areas. For organisms living in fragmented habitats, population persistence may depend on dispersal, which maintains gene flow among fragments and can prevent inbreeding within them. It is centrally important to understand patterns of dispersal for bees living in fragmented areas given the importance of pollination systems and recently documented declines in bee populations. We used population and landscape genetic techniques to characterize patterns of dispersal over a large fragmented area in southern Costa Rica for the orchid bee species Euglossa championi. First, we estimated levels of genetic differentiation among forest fragments as (PT), an analog to the traditional summary statistic F-ST, as well as two statistics that may more adequately represent levels of differentiation, G'(ST) and D-est. Second, we used a Bayesian approach to determine the number and composition of genetic groups in our sample. Third we investigated how genetic differentiation changes with distance. Fourth, we determined the extent to which deforested areas restrict dispersal. Finally, we estimated the extent to which there were temporal differences in allele frequencies within the same forest fragments. Within years we found low levels of differentiation even over 80km, and no effect of land use type on level of genetic differentiation. However, we found significant genetic differentiation between years. Taken together our results suggest that there are high levels of gene flow over this geographic area, and that individuals show low site fidelity over time.",sssuni@eco.umass.edu,2014,10.1111/btp.12084,BIOTROPICA,temporal-genetics,RC,KC,accept,accept,empirical,connectivity,diversity,,,,terrestrial,Insecta,Costa Rica,"Las Alturas,LC Station,Romero II,Osa,Las Alturas,LC Station,Romero II","2009,2009,2009,2010,2010,2010,2010","11,25,19,59,17,8,12",61,pre-designed,anthropogenic,habitat_loss,,,chronic,microsat,NA,NA,phenol-chloroform,Sanger,PCR,"would qualify but uses microsats, generation time from  https://doi.org/10.1111/csp2.543",,,,,,,,,
11000,,The Genetic Signature of Range Expansion in a Disease Vector-The Black-Legged Tick,"Leo, SST; Gonzalez, A; Millien, V","Monitoring and predicting the spread of emerging infectious diseases requires that we understand the mechanisms of range expansion by its vectors. Here, we examined spatial and temporal variation of genetic structure among 13 populations of the Lyme disease vector, the black-legged tick, in southern Quebec, where this tick species is currently expanding and Lyme disease is emerging. Our objective was to identify the primary mode of tick movement into Canada based on observed spatial and temporal genetic patterns. Upon genotyping 10 microsatellite loci from 613 tick specimens, we found multiple genetic signatures of frequent long-distance dispersal events, supporting the hypothesis that migratory birds are the primary carriers of black-legged ticks into southern Quebec. When we compared results from analyses of pairwise differences among ticks collected from 8 different sites at different years between 2011 and 2014, we found that genetic variation observed among tick individuals appeared to be better explained by collection year than sampling locality. This suggests that while cohorts of black-legged ticks can rapidly invade large areas across southern Quebec, they also appear to be undergoing frequent turnover. Finally, the amount of genetic variation in tick populations across our study area appeared to be related to their degree of establishment, with established populations displaying a lower amount of temporal genetic variation than adventitious ones. Given that Lyme disease infection risk in a region can be influenced by the relative presence of established and/or adventitious tick populations, our results are useful for understanding both the seasonality and spatial variation of Lyme disease.",sarah.leo@mail.mcgill.ca,2017,10.1093/jhered/esw073,JOURNAL OF HEREDITY,temporal-genetics,RC,KC,accept,accept,empirical,connectivity,diversity,,,,terrestrial,Insecta,Canada,"BMF,DV,HR,HV,LP,LS,MSB,NO,SdV,SE,SF,SJ,SV,BMF,DV,HR,HV,LP,LS,MSB,NO,SdV,SE,SF,SJ,SV,BMF,DV,HR,HV,LP,LS,MSB,NO,SdV,SE,SF,SJ,SV,BMF,DV,HR,HV,LP,LS,MSB,NO,SdV,SE,SF,SJ,SV","2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014","30,5,24,30,11,25,39,20,14,8,23,5,35,0,16,5,0,0,0,7,8,0,0,0,0,0,32,42,12,30,0,0,20,38,0,7,12,7,24,0,20,1,0,0,0,15,8,0,9,19,2,5",730,pre-designed,natural,invasive_species,,,chronic,microsat,body,NA,phenol-chloroform,Sanger,PCR,generation time estimated from https://animaldiversity.org/accounts/Ixodes_scapularis/,,,,,,,,,
2617,,Temporal landscape genetic data indicate an ongoing disruption of gene flow in a relict bird species,"Klinga, P; Mikolas, M; Delegan, IV; Danila, G; Urban, P; Paule, L; Kanuch, P","A major concern in conservation biology today is the loss of genetic diversity in structured populations, which is often a consequence of habitat contraction and restricted gene flow over time. These dynamic biological processes require monitoring with temporal environmental and landscape genetic data. We compared the spatial genetic variation of a relict, umbrella species, the capercaillie (Tetrao urogallus), in two different demographic periods, as represented by older museum specimens (1960-1990) and recent non-invasive samples (2011-2015) collected from the Carpathian Mountains, where habitat connectivity has dramatically decreased in the past decade. Using a combination of species distribution modelling and spatial genetic inference, we analysed how climatic and environmental constraints shaped population structures of the species. Environmental and climate niche models confirmed that relict Carpathian capercaillie populations are temperature sensitive, and they occur in a narrow range of mountain forest habitats at the highest altitudes. We found that the environmental and climatic constraints led to genetically isolated populations, but we also detected clusters that did not match relatively interrupted areas of niche habitats. We observed a similar disruption of gene flow in both periods; however, a stronger signal of genetic structuring in recent samples indicated that the processes negatively affecting connectivity are ongoing. The effective population size of the Carpathian population has declined in recent years, but it has been low for at least the last five decades in the Western Carpathians. This study demonstrates the importance of temporal ecological and genetic data as an effective warning tool for the conservation and management of wildlife species.",peter.klinga@tuzvo.sk,2020,10.1007/s10592-020-01253-x,CONSERVATION GENETICS,temporal-genetics,AAS,KC,accept,accept,empirical,connectivity,popsize,,,,terrestrial,Aves,"Ukraine, Slovakia, Romania","A,B,C","2013.01.01,1975.01.01","106.22.30,25.46.31",924.6,opportunistic,natural,env_variation,habitat_loss,,chronic,microsat,tissue.feces.bones,ethanol,"DNeasy Tissue Kit, DNA Stool kit (Qiagen)",Sanger,PCR,"toe pads for museum, feathers and feces for modern; 1975 represents midpoint between 1960-1990, 2013 represents midpoint between 2011-2015",,,,,,,,,
91,,Genetic diversification and demographic history of the cactophilic pseudoscorpion Dinocheirus arizonensis from the Sonoran Desert,"Pfeiler, E; Bitler, BG; Castrezana, S; Matzkin, LM; Markow, TA","Sequence data from a segment of the mitochondrial cytochrome c oxidase subunit I (COI) gene were used to examine phylogenetic relationships, estimate gene flow and infer demographic history of the cactophilic chernetid pseudoscorpion, Dinocheirus arizonensis (Banks), from the Sonoran Desert. Phylogenetic trees resolved two clades of D. arizonensis, one from mainland Sonora, Mexico and southern Arizona (clade I) and the other from the Baja California peninsula and southern Arizona (clade II). The two clades were separated by a mean genetic distance (d) of similar to 2.6%. Hierarchical analysis of molecular variance indicated highly significant population structuring in D. arizonensis (overall Phi(ST) = 0.860: P < 0.0001), with 80% of the genetic variation distributed among the two clades. Most pairwise comparisons of Phi(ST) among populations within each clade, however, were not significant. The results suggest that phoretic dispersal on vagile cactophilic insects such as the neriid cactus fly Odontoloxozus longicornis (Coquillett) provides sufficient gene flow to offset the accumulation of unique haplotypes within each clade of the non-vagile pseudoscorpion. Preliminary results on dispersal capability of O. longicornis were consistent with this conclusion. Tests designed to reconstruct demographic history from sequence data indicated that both clades of D. arizonensis, as well as O. longicornis, have experienced historical population expansions. Potential barriers to gene flow that may have led to genetic isolation and diversification in clades I and II of D. arizonensis are discussed. (C) 2008 Elsevier Inc. All rights reserved.",epfeiler@asu.edu,2009,10.1016/j.ympev.2008.12.020,MOLECULAR PHYLOGENETICS AND EVOLUTION,historical-dna,KC,KC,reject,non-animal,,,,,,,,,,,,,,,,,,,,,,,,,,**Microsatellites,,,,,,,,,
604,,Influence of food availability on matrilineal site fidelity of female Asian black bears,"Kozakai, C; Nemoto, Y; Nakajima, A; Koike, S; Ohnishi, N; Yamazaki, K","To describe the maintenance process of matrilineal site fidelity in large, solitary mammals, we investigated both the site fidelity over time and the effect of kinship on the space use at a fine (home range) scale under different levels of food availability. We collected location data for female Asian black bears, Ursus thibetanus, using GPS collars and identified microsatellite DNA markers from bears in the Ashio-Nikko Mountains, Japan. We investigated autumn food resources by assessing hard mast productivity. We found high site fidelity over the years from the denning to summer season, and there was spatial proximity among related females (i.e., mother-daughter, grandmother-granddaughter, and sister-sister pairs) from spring to summer and through mid-autumn in moderate/good hard mast years. In autumns of poor hard mast years, although females used sites far from their primary home ranges, they returned to sites near their primary range before den entry. In habitats, where good denning habitat is spatially close to the spring and summer range, maternal communities may range throughout the area during the denning, spring, and summer seasons. When matrilineal site fidelity was suspended during poor mast years, it was reformed by the end of autumn.",c.kozakai@affrc.go.jp,2017,,MAMMAL STUDY,museum-dna,KC,KC,reject,non-genomic,,,,,,,,,,,,,,,,,,,,,,,,,,This hardly mentions genomics but hard to throw out,,,,,,,,,
646,,Cultural inheritance drives site fidelity and migratory connectivity in a long-distance migrant,"Harrison, XA; Tregenza, T; Inger, R; Colhoun, K; Dawson, DA; Gudmundsson, GA; Hodgson, DJ; Horsburgh, GJ; McElwaine, G; Bearhop, S","Cultural transmission is thought to be a mechanism by which migratory animals settle into habitats, but little evidence exists in wild populations because of the difficulty of following individuals over successive generations and wide geographical distances. Cultural inheritance of migration routes represents a mechanism whereby geographical isolation can arise between separate groups and could constrain individuals to potentially suboptimal sites within their range. Conversely, adopting the parental migratory route in adult life, rather than dispersing randomly, may increase an individual's reproductive success because that strategy has already been proven to allow successful breeding. We combined a pedigree of related light-bellied Brent geese (Branta bernicla hrota) with 6 years of observations of marked birds to calculate the dispersal distances of adult offspring from their parents in both Ireland and Iceland. In both countries, the majority of offspring were found to recruit into or near their parental sites, indicating migratory connectivity in the flyway. Despite this kin structure, we found no evidence of genetic differentiation using genotype data from 1127 individuals across 15 microsatellite loci. We suggest that the existence of migratory connectivity of subpopulations is far more common than previous research indicates and that cultural information may play an important role in structuring reproductive isolation among them.",xavierh22@gmail.com; s.bearhop@ex.ac.uk,2010,10.1111/j.1365-294X.2010.04852.x,MOLECULAR ECOLOGY,historical-dna,AAS,KC,reject,non-temporal,,,,,,,,,,,,,,,,,,,,,,,,,,*Microsats; not really temporal comparison -- mostly looking at migration distance and a bit about how it changes (or not) over time/between generations,,,,,,,,,
